ortholog/paralog1,paralog2,ortholog,score
K7J5H7,no,A0A088A2L7,674.0
K7J5H8,no,G8FU54,393.0
K7J5H9,no,A0A088A2M2,1334.5
K7J5I0,no,A0A088AC47,157.0
K7J5I1,no,A0A087ZZH2,889.5
K7J5I2,no,A0A088AUR3,445.0
K7J5I3,no,A0A088AV07,87.4
K7J5I4,no,A0A088A072,1465.0
K7J5I5,no,A0A088A4X9,596.0
K7J5I7,no,A0A088A0K0,310.5
K7J5I8,no,A0A088A0R5,834.0
K7J5I9,no,A0A088AJC0,974.0
K7J5J0,no,A0A088AJC1,248.0
K7J5J1,no,A0A088ATH3,522.0
K7J5J2,no,A0A088ATA4,712.0
K7J5J3,no,A0A088ATI7,386.5
K7J5J4,no,A0A088AJB0,508.5
K7J5J6,no,A0A088A5S1,326.5
K7J5K1,no,A0A088AU18,550.0
K7J5K2,no,A0A088AU17,554.0
K7J5K6,no,A0A088ATY9,507.5
K7J5K7,no,A0A088AIU0,172.5
K7J5K8,no,A0A087ZZA0,1483.0
K7J5K9,no,A0A087ZZA5,219.0
K7J5L0,no,A0A088AQW8,449.0
K7J5L3,no,A0A088AV21,897.0
K7J5L4,no,A0A088AV20,1965.5
K7J5L5,no,A0A088ALK7,471.0
K7J5L6,no,A0A088ALH6,1101.0
K7J5L7,no,A0A088ALH5,2645.5
K7J5L8,no,A0A088AUM9,57.4
K7J5L9,no,A0A088AJB3,281.0
K7J5M0,no,A0A088AJ51,566.0
K7J5M1,no,A0A088AJ52,548.5
K7J5M2,no,A0A088AJB2,563.0
K7J5M3,no,A0A088ABX6,474.5
K7J5M4,no,A0A088ABZ6,456.0
K7J5M5,no,A0A088ABZ4,834.5
K7J5M6,no,A0A087ZUE2,1804.5
K7J5M7,no,A0A087ZUD7,928.5
K7J5M8,no,A0A088A5R9,289.0
K7J5M9,no,A0A088A5S0,892.5
K7J5N0,no,A0A088A5M4,494.0
K7J5N1,no,A0A088A5M3,213.0
K7J5N2,no,A0A088A5M2,454.5
K7J5N4,no,A0A088AIR6,730.5
K7J5N5,no,A0A088AD99,149.0
K7J5N6,no,A0A088AQX0,388.0
K7J5N7,no,A0A088AQX1,101.0
K7J5N8,no,A0A088AL90,636.5
K7J5N9,no,A0A088A7E2,571.0
K7J5P0,no,A0A088A7E1,185.5
K7J5P1,no,A0A088A7D8,309.0
K7J5P2,no,A0A087ZX87,326.0
K7J5P3,no,A0A088APF8,652.0
K7J5P4,no,A0A088AV47,394.0
K7J5Q1,no,A0A087ZXW8,512.0
K7J5Q2,no,A0A088AVZ1,1372.5
K7J5Q3,no,A0A088AUR1,743.0
K7J5Q6,no,A0A087ZZJ2,626.0
K7J5Q7,no,A0A087ZZF2,385.0
K7J5Q8,no,A0A087ZZE5,383.5
K7J5Q9,no,A0A087ZUN9,1076.0
K7J5R0,no,A0A088ABX3,209.5
K7J5R1,no,A0A088AJ65,214.0
K7J5R2,no,A0A088A4P9,903.5
K7J5R4,no,A0A088A4N9,1362.5
K7J5R6,no,A0A088A174,591.0
K7J5R7,no,A0A088A7J3,360.0
K7J5R8,no,A0A088A8W8,583.0
K7J5R9,no,A0A088ASA0,159.5
K7J5S0,no,A0A088AFI6,271.0
K7J5S2,no,A0A088A700,372.5
K7J5S3,no,A0A088ABD3,617.0
K7J5S4,no,A0A088ANX8,625.5
K7J5S5,no,A0A088A6Y3,158.0
K7J5S7,no,A0A088A1C2,526.0
K7J5S8,no,A0A088AAM8,390.0
K7J5S9,no,A0A088AP57,281.0
K7J5T0,no,A0A088AP16,284.0
K7J5T1,no,A0A088AP17,447.0
K7J5T2,no,A0A087ZWD0,610.0
K7J5T3,no,A0A087ZWC8,276.5
K7J5T5,no,A0A088A220,558.5
K7J5T6,no,A0A088A0Z6,286.0
K7J5T7,no,A0A088A0Z5,1725.0
K7J5T8,no,A0A088AM47,1721.0
K7J5T9,no,A0A088A7K9,518.0
K7J5U0,no,A0A088ACQ9,210.5
K7J5U1,no,A0A088ARI7,1055.0
K7J5U2,no,A0A088ARI6,1554.5
K7J5U3,no,A0A087ZVD1,387.5
K7J5U4,no,A0A087ZVJ8,345.0
K7J5U5,no,A0A087ZVJ9,427.0
K7J5U6,no,A0A087ZUT3,1298.0
K7J5U9,no,A0A088AUZ6,846.0
K7J5V0,no,A0A087ZZE8,602.0
K7J5V1,no,A0A087ZZJ4,947.5
K7J5V3,no,A0A087ZTW6,326.5
K7J5V5,no,A0A087ZZK4,315.0
K7J5V6,no,A0A087ZZD9,287.0
K7J5V7,no,A0A087ZZK1,181.5
K7J5V8,no,A0A087ZZK0,1888.0
K7J5V9,no,A0A088A7C7,1318.0
K7J5W3,no,A0A088A7T3,857.5
K7J5W4,no,A0A088A801,123.0
K7J5W5,no,A0A088A7T5,948.0
K7J5W6,no,A0A088A7T7,608.0
K7J5W7,no,A0A088A7Z7,503.0
K7J5W8,no,A0A088A7Z6,1738.5
K7J5W9,no,A0A088A2P6,351.0
K7J5X0,no,A0A088ABV9,138.0
K7J5X1,no,A0A088ABV8,176.0
K7J5X2,no,A0A088AMR1,211.0
K7J5X3,no,A0A088ALH3,546.0
K7J5X4,no,A0A088AUY9,315.5
K7J5X6,no,A0A088AUS5,1032.5
K7J5X7,no,A0A088AGW9,277.0
K7J5X8,no,A0A088AGX0,390.0
K7J5X9,no,A0A088AH38,256.5
K7J5Y0,no,A0A088AH39,1335.0
K7J5Y1,no,A0A088AH40,1243.0
K7J5Y2,no,A0A088AGY9,540.0
K7J5Y3,no,A0A087ZYC9,809.0
K7J5Y4,no,A0A088AT96,338.5
K7J5Y8,no,A0A087ZRX1,746.5
K7J5Z4,no,A0A088A2T2,1460.5
K7J5Z5,no,A0A088A2S8,206.0
K7J5Z6,no,A0A088A2S7,503.0
K7J5Z7,no,A0A088AKU9,1304.5
K7J5Z8,no,A0A088AKV0,496.0
K7J5Z9,no,A0A088AKV2,1141.0
K7J600,no,A0A088AHY9,843.0
K7J601,no,A0A088A339,157.0
K7J602,no,A0A088ANI1,211.0
K7J603,no,A0A088AN86,480.0
K7J604,no,A0A088A342,1279.0
K7J605,no,A0A088AN88,755.0
K7J606,no,A0A088AN91,1261.0
K7J607,no,A0A088ANH7,381.5
K7J608,no,A0A088AN94,126.5
K7J610,no,A0A088AFN4,94.35
K7J611,no,A0A087ZTP1,135.0
K7J612,no,A0A088ALQ1,978.5
K7J613,no,A0A088A8Q9,144.0
K7J614,no,A0A088A9S5,1089.5
K7J615,no,A0A088A9S4,487.0
K7J616,no,A0A088A9S3,502.5
K7J617,no,A0A088A9S2,405.5
K7J618,no,A0A087ZZI4,357.0
K7J619,no,A0A088ALQ5,276.0
K7J620,no,A0A088AEP0,4315.0
K7J621,no,A0A088AEN9,567.0
K7J622,no,A0A088AEP1,731.0
K7J625,no,A0A088ADV0,295.0
K7J628,no,A0A088A776,1378.5
K7J629,no,A0A087ZV65,103.0
K7J630,no,A0A087ZV68,404.5
K7J631,no,A0A087ZV66,230.0
K7J632,no,A0A087ZV67,867.5
K7J633,no,A0A087ZZL4,213.0
K7J634,no,A0A087ZZC5,164.0
K7J635,no,A0A088A3I7,787.5
K7J636,no,A0A088A3M4,685.5
K7J637,no,A0A088A3M3,157.0
K7J638,no,A0A088A3I9,602.5
K7J643,no,A0A088A3J1,689.0
K7J645,no,A0A088A3J2,462.0
K7J646,no,A0A088A3J3,291.0
K7J647,no,A0A088ADU9,744.0
K7J650,no,A0A088A5C4,435.0
K7J651,no,A0A088A5C5,141.0
K7J652,no,A0A088A554,204.5
K7J653,no,A0A088A552,992.0
K7J654,no,A0A088A5C6,137.0
K7J655,no,A0A088A551,656.0
K7J656,no,A0A088A5D0,744.0
K7J657,no,A0A088A5D1,79.30000000000001
K7J658,no,A0A088A5D2,1293.5
K7J659,no,A0A088A549,543.0
K7J660,no,A0A088A5D4,564.0
K7J661,no,A0A087ZSJ5,828.5
K7J662,no,A0A087ZSU0,440.0
K7J663,no,A0A087ZST9,582.0
K7J664,no,A0A087ZSK0,217.5
K7J665,no,A0A088AIL3,2930.0
K7J666,no,A0A088APS1,649.0
K7J667,no,A0A088AUY7,1690.5
K7J668,no,A0A088AUS6,318.0
K7J669,no,A0A087ZST0,157.0
K7J673,no,A0A088AUH7,554.0
K7J674,no,A0A088A9V8,649.0
K7J675,no,A0A088A9Q1,185.0
K7J676,no,A0A088A9Q0,535.0
K7J677,no,A0A088A9V9,424.5
K7J683,no,A0A088A9W1,623.0
K7J685,no,A0A088A9P7,2821.0
K7J686,no,A0A088A9V7,702.5
K7J687,no,A0A088A9Q3,625.0
K7J688,no,A0A087ZUA6,254.0
K7J689,no,A0A087ZUH8,574.5
K7J690,no,A0A087ZY87,1221.0
K7J691,no,A0A087ZY98,366.0
K7J692,no,A0A087ZSW3,334.0
K7J693,no,A0A088AMJ5,644.0
K7J694,no,A0A087ZSI4,282.5
K7J695,no,A0A087ZSI3,1016.5
K7J696,no,A0A087ZZ18,140.0
K7J697,no,A0A087ZZ41,942.0
K7J698,no,A0A087ZZ40,2974.5
K7J699,no,A0A087ZYQ1,543.0
K7J6A0,no,A0A088AHU7,588.0
K7J6A2,no,A0A088A282,479.0
K7J6A3,no,A0A087ZY64,888.0
K7J6A4,no,A0A087ZY59,740.0
K7J6A5,no,A0A087ZY61,291.0
K7J6A6,no,A0A087ZYC2,1362.0
K7J6A7,no,A0A088A5E6,935.5
K7J6A8,no,A0A088AMB2,846.5
K7J6A9,no,A0A088A5E4,518.5
K7J6B0,no,A0A088A5Q9,859.5
K7J6B1,no,A0A088A5N7,169.5
K7J6B2,no,A0A088A5R0,532.0
K7J6B3,no,A0A088A9P5,416.0
K7J6B4,no,A0A088A9P6,258.5
K7J6B5,no,A0A088A9W4,480.0
K7J6B6,no,A0A088A9W3,810.5
K7J6B7,no,A0A088A9W2,376.5
K7J6B8,no,A0A088A9X7,112.0
K7J6B9,no,A0A088A8A8,296.5
K7J6C4,no,A0A088A1J3,501.0
K7J6C6,no,A0A087ZS34,644.5
K7J6C7,no,A0A087ZSE1,741.0
K7J6C9,no,A0A087ZSD9,195.5
K7J6D0,no,A0A087ZS43,217.15
K7J6D1,no,A0A087ZS42,187.0
K7J6D2,no,A0A087ZSD4,324.0
K7J6D3,no,A0A087ZS41,156.5
K7J6D4,no,A0A087ZS40,155.0
K7J6D5,no,A0A087ZS39,142.5
K7J6D6,no,A0A087ZSD7,1439.5
K7J6D8,no,A0A087ZSD8,417.0
K7J6D9,no,A0A087ZS35,856.5
K7J6E0,no,A0A088AMG4,176.5
K7J6E2,no,A0A088AM84,525.0
K7J6E3,no,A0A088AM85,1628.5
K7J6E4,no,A0A088AMG3,829.5
K7J6E5,no,A0A088AM86,696.0
K7J6F4,no,A0A087ZU01,582.0
K7J6F5,no,A0A087ZU12,269.0
K7J6F7,no,A0A087ZTZ7,127.0
K7J6F8,no,A0A087ZU14,1634.5
K7J6G0,no,A0A087ZU17,466.0
K7J6G1,no,A0A088A932,3191.0
K7J6G2,no,A0A088AQ70,1943.0
K7J6G3,no,A0A088AQ65,278.0
K7J6G5,no,A0A088AG69,836.0
K7J6G6,no,A0A087ZSA5,525.0
K7J6G8,no,A0A088A1Z5,821.5
K7J6H1,no,A0A088A1B2,476.5
K7J6H2,no,A0A088A1Q3,286.0
K7J6H4,no,A0A088AF92,330.0
K7J6H5,no,A0A088AF57,1262.0
K7J6H7,no,A0A088AF56,236.0
K7J6H8,no,A0A088A4K2,842.0
K7J6H9,no,A0A088A4G8,392.0
K7J6I0,no,A0A088A4K1,265.5
K7J6I1,no,A0A088AQI8,754.5
K7J6I2,no,A0A088ACR0,640.5
K7J6I3,no,A0A087ZWW8,892.0
K7J6I4,no,A0A088A5P4,317.5
K7J6I6,no,A0A087ZY01,514.0
K7J6I7,no,A0A087ZSR2,1210.5
K7J6I8,no,A0A087ZY02,721.5
K7J6I9,no,A0A088A4J0,372.0
K7J6J3,no,A0A088AHA3,423.5
K7J6J4,no,A0A088AHA0,600.0
K7J6J5,no,A0A088AV72,454.0
K7J6J6,no,A0A088AHA4,218.0
K7J6J7,no,A0A088ARH4,242.0
K7J6J8,no,A0A088ARH7,359.0
K7J6J9,no,A0A088ARH1,371.5
K7J6K0,no,A0A088ARH0,330.0
K7J6K1,no,A0A088ARG9,339.0
K7J6K2,no,A0A088ARG8,715.0
K7J6K3,no,A0A087ZTY5,984.5
K7J6K4,no,A0A087ZTY6,931.0
K7J6K5,no,A0A088ACR5,571.0
K7J6K6,no,A0A088AR99,361.5
K7J6K8,no,A0A088A577,287.5
K7J6K9,no,A0A088A4X8,594.0
K7J6L0,no,A0A087ZND6,600.0
K7J6L2,no,A0A088AQL3,922.5
K7J6L3,no,A0A088AQN0,785.5
K7J6L4,no,A0A087ZZL2,838.5
K7J6L6,no,A0A087ZZD7,821.0
K7J6L8,no,A0A087ZZK9,620.5
K7J6L9,no,A0A087ZZD5,1347.5
K7J6M0,no,A0A087ZSG7,297.5
K7J6M1,no,A0A088A026,741.5
K7J6M3,no,A0A088A029,156.0
K7J6M4,no,A0A088A048,663.5
K7J6M6,no,A0A088A030,959.0
K7J6M7,no,A0A088A031,658.5
K7J6M8,no,A0A088A045,186.0
K7J6N0,no,A0A088AGL5,674.5
K7J6N1,no,D9MX52,752.5
K7J6N5,no,A0A088AGL3,233.0
K7J6N6,no,A0A088AGL7,317.0
K7J6N7,no,A0A088AGL8,501.0
K7J6N8,no,A0A088AGL1,707.0
K7J6N9,no,A0A088AGL9,620.0
K7J6P0,no,A0A087ZYB6,766.5
K7J6P3,no,A0A087ZYB5,462.5
K7J6P4,no,A0A087ZY71,410.5
K7J6P5,no,A0A087ZY72,163.0
K7J6P6,no,A0A087ZY74,363.0
K7J6P7,no,A0A087ZY75,284.0
K7J6P8,no,A0A087ZYB3,996.0
K7J6P9,no,A0A087ZY76,414.0
K7J6Q0,no,A0A087ZY79,359.0
K7J6Q1,no,A0A087ZYA9,475.0
K7J6Q5,no,A0A088A2D7,854.0
K7J6Q6,no,A0A088A2D6,589.0
K7J6Q7,no,A0A088A2D5,152.0
K7J6Q8,no,A0A088A2D4,384.0
K7J6Q9,no,A0A088A2D0,541.0
K7J6R0,no,A0A088A2C9,602.0
K7J6R1,no,A0A088AKS3,1859.5
K7J6R2,no,A0A088AKU3,282.0
K7J6R4,no,A0A088AKS9,893.5
K7J6R6,no,A0A087ZPR4,844.5
K7J6R7,no,A0A087ZPR6,1123.0
K7J6R8,no,A0A087ZPZ6,476.0
K7J6R9,no,A0A087ZRS6,727.5
K7J6S0,no,A0A087ZRM0,572.5
K7J6S2,no,A0A087ZRT0,793.5
K7J6S3,no,A0A087ZRL1,308.0
K7J6S4,no,A0A087ZRT1,866.5
K7J6S6,no,A0A087ZRP0,431.5
K7J6S7,no,A0A087ZRP5,605.0
K7J6S8,no,A0A087ZRQ3,676.0
K7J6S9,no,A0A087ZRP6,1118.0
K7J6T0,no,A0A087ZRQ2,653.5
K7J6T4,no,A0A088A5P5,744.5
K7J6T5,no,A0A088A5Q4,869.0
K7J6T6,no,A0A088AU48,3023.5
K7J6T7,no,A0A088AU50,1026.0
K7J6T8,no,Q5KSL4,302.0
K7J6T9,no,A0A088ATV9,171.0
K7J6U0,no,A0A088ARM6,786.0
K7J6U2,no,A0A088ARM8,553.5
K7J6U3,no,A0A088AIC7,1810.5
K7J6U4,no,A0A088AIJ6,317.0
K7J6U5,no,A0A088AIJ5,653.5
K7J6U6,no,A0A088AIJ3,247.0
K7J6U7,no,A0A088AID0,4796.0
K7J6U9,no,A0A088AIJ1,3092.5
K7J6V1,no,A0A088AII9,796.0
K7J6V3,no,A0A088AID5,173.0
K7J6V4,no,A0A088AII8,792.0
K7J6V8,no,A0A087ZP24,617.0
K7J6V9,no,A0A087ZP25,173.0
K7J6W0,no,A0A087ZP26,255.0
K7J6W1,no,A0A088AW62,874.5
K7J6W2,no,A0A088AW65,367.0
K7J6W3,no,A0A088AW63,1413.5
K7J6W4,no,A0A088AW64,695.0
K7J6W5,no,A0A088AL28,422.0
K7J6X2,no,A0A088A9P0,579.0
K7J6X3,no,A0A088A9P2,415.5
K7J6X5,no,A0A088A9C6,4949.5
K7J6X6,no,A0A088A9C5,898.0
K7J6X7,no,A0A088A999,654.0
K7J6Y5,no,A0A088A998,1135.5
K7J6Y6,no,A0A088A997,567.0
K7J6Y8,no,A0A088A994,588.5
K7J6Z0,no,A0A088ART3,213.0
K7J6Z2,no,A0A088ART6,662.0
K7J6Z3,no,A0A088ARP9,782.0
K7J6Z5,no,A0A088A748,437.0
K7J6Z6,no,A0A088ARP8,1357.0
K7J6Z7,no,A0A087ZY82,1554.0
K7J6Z9,no,A0A087ZYA2,308.5
K7J700,no,A0A087ZY83,754.0
K7J701,no,A0A087ZYA1,219.0
K7J702,no,A0A088A7B7,208.0
K7J703,no,A0A087ZUI0,1448.5
K7J704,no,A0A087ZUA3,513.5
K7J705,no,A0A087ZUA1,1070.5
K7J706,no,A0A087ZU99,492.5
K7J713,no,A0A087ZUI5,919.5
K7J714,no,A0A087ZU98,489.0
K7J717,no,A0A087ZU96,1167.5
K7J719,no,A0A087ZU95,655.0
K7J720,no,A0A088AAJ8,157.0
K7J725,no,A0A088AEF5,446.0
K7J730,no,A0A088ABP0,642.0
K7J734,no,A0A088ABP2,102.45
K7J736,no,A0A088ABR1,140.0
K7J737,no,A0A088ABP4,91.45
K7J738,no,A0A088ABQ9,412.0
K7J739,no,A0A088ABQ8,738.0
K7J741,no,A0A088ABQ7,394.0
K7J742,no,A0A087ZNJ7,476.0
K7J743,no,A0A087ZNK8,498.0
K7J745,no,A0A087ZTJ9,101.5
K7J748,no,A0A087ZTM7,421.0
K7J749,no,A0A088A543,57.15
K7J750,no,A0A088ADG8,1060.0
K7J751,no,A0A088AN46,371.0
K7J753,no,A0A088A5E0,159.0
K7J754,no,A0A088A5D9,833.5
K7J758,no,A0A088A5D6,602.5
K7J759,no,A0A088A5D5,1109.5
K7J760,no,A0A088AHE9,246.0
K7J761,no,A0A088AHY5,416.5
K7J762,no,A0A088AHY4,1293.0
K7J764,no,A0A088ABX5,350.0
K7J765,no,A0A088ABZ7,1030.0
K7J766,no,A0A088AT87,1976.0
K7J767,no,A0A088ATI6,246.0
K7J768,no,A0A088AT89,1335.5
K7J769,no,A0A087ZS52,5102.0
K7J770,no,A0A087ZSC7,1258.0
K7J771,no,A0A088A0Z9,1405.5
K7J773,no,A0A087ZQX7,415.0
K7J774,no,A0A088A2P9,2746.5
K7J780,no,A0A088A607,1127.0
K7J781,no,A0A088A608,671.5
K7J783,no,A0A087ZQS2,1192.5
K7J785,no,A0A088AC85,1568.0
K7J786,no,A0A088AC64,725.5
K7J789,no,A0A088ADD5,705.0
K7J790,no,A0A088A9U0,269.5
K7J792,no,A0A088A1I5,1133.5
K7J793,no,A0A087ZNW3,383.5
K7J794,no,A0A087ZQ43,199.0
K7J795,no,A0A087ZQ46,651.0
K7J796,no,A0A087ZY53,590.0
K7J798,no,A0A087ZX31,87.2
K7J7A0,no,A0A087ZX16,751.0
K7J7A1,no,A0A088ALT0,179.0
K7J7A2,no,A0A088A1V6,572.5
K7J7A6,no,P85527,113.0
K7J7A7,no,A0A088A1V7,1021.0
K7J7A8,no,A0A088A151,1462.0
K7J7B0,no,A0A088AK87,1113.0
K7J7B1,no,A0A088A1K3,341.5
K7J7B2,no,A0A088AMI1,225.5
K7J7B6,no,A0A088AH78,563.0
K7J7B8,no,A0A087ZND5,1330.0
K7J7B9,no,A0A088A4Q2,620.5
K7J7C0,no,A0A088A4N4,847.0
K7J7C4,no,A0A088A0U5,624.0
K7J7C5,no,A0A088A0U6,318.5
K7J7C6,no,A0A088A0U7,373.5
K7J7D1,no,A0A088A0V1,443.0
K7J7D2,no,A0A088A0V6,516.0
K7J7D6,no,A0A087ZW41,1821.0
K7J7E3,no,A0A087ZNJ3,87.95
K7J7E4,no,A0A087ZNJ2,629.0
K7J7E5,no,A0A088A895,446.0
K7J7F4,no,A0A088A1U3,563.0
K7J7F5,no,A0A087ZZG9,334.0
K7J7F6,no,A0A087ZQW0,379.0
K7J7F7,no,A0A087ZQV5,344.5
K7J7F9,no,A0A088AAA3,269.0
K7J7G0,no,A0A088AQJ3,642.0
K7J7G1,no,A0A087ZN57,314.0
K7J7G2,no,A0A087ZMW7,405.0
K7J7G3,no,A0A087ZN59,378.0
K7J7G4,no,A0A087ZN60,792.0
K7J7G6,no,A0A088ASB9,666.0
K7J7G8,no,A0A088AQL7,218.0
K7J7G9,no,A0A088A812,243.0
K7J7H0,no,A0A088A7S4,318.0
K7J7H3,no,A0A088A7S3,327.5
K7J7H7,no,A0A088AF49,458.5
K7J7H8,no,A0A088AKJ9,224.5
K7J7I0,no,A0A088A321,152.0
K7J7I9,no,A0A088AKA4,239.5
K7J7J0,no,A0A088AKJ4,495.0
K7J7J1,no,A0A088AKA6,209.0
K7J7J2,no,A0A088AKI9,568.0
K7J7J5,no,A0A087ZVG0,897.5
K7J7J7,no,A0A088A2E8,351.5
K7J7J8,no,A0A087ZTW4,545.0
K7J7K1,no,A0A087ZVY2,849.5
K7J7K3,no,A0A088AKD3,1445.5
K7J7K5,no,A0A088AKG2,825.0
K7J7K6,no,A0A088AKG6,873.0
K7J7K7,no,A0A088AKC7,527.0
K7J7K9,no,A0A087ZPM4,367.5
K7J7L0,no,A0A088A537,544.5
K7J7L1,no,A0A088A591,458.5
K7J7L2,no,A0A088A586,232.0
K7J7L3,no,A0A088A9Q4,732.0
K7J7L4,no,A0A088A8G9,535.5
K7J7L5,no,H9KID5,175.0
K7J7L6,no,A0A088ATW7,719.0
K7J7L7,no,A0A088ASN8,296.0
K7J7L9,no,A0A088ARQ1,493.0
K7J7M0,no,A0A088ART2,1009.5
K7J7M1,no,A0A088ARQ3,186.0
K7J7M2,no,A0A088ART1,458.0
K7J7M3,no,A0A088ARS9,228.0
K7J7M4,no,A0A088ARS8,211.5
K7J7M5,no,A0A088ARQ7,1058.0
K7J7M8,no,A0A088AIZ8,1281.0
K7J7N1,no,A0A087ZRT5,583.5
K7J7N2,no,A0A088A2I2,892.0
K7J7N3,no,A0A088A2I3,454.0
K7J7N4,no,A0A087ZW19,803.0
K7J7N6,no,A0A087ZW21,294.0
K7J7N8,no,A0A088AAR9,284.0
K7J7N9,no,A0A088AS25,708.0
K7J7P0,no,A0A088AB94,559.0
K7J7P1,no,A0A088AB30,345.0
K7J7P2,no,A0A088A357,496.5
K7J7P3,no,A0A088AC74,306.0
K7J7P4,no,A0A088AC81,569.5
K7J7P6,no,A0A087ZV03,398.0
K7J7P8,no,A0A088ASG4,599.5
K7J7P9,no,A0A088ASG5,469.5
K7J7Q0,no,A0A088ASG6,555.0
K7J7Q2,no,A0A087ZVE0,254.0
K7J7Q3,no,A0A087ZVE1,820.0
K7J7Q4,no,A0A087ZND1,288.5
K7J7Q5,no,A0A087ZNB3,175.0
K7J7Q6,no,A0A087ZND2,356.0
K7J7Q7,no,A0A088A7Y3,641.0
K7J7Q8,no,A0A087ZNB0,1019.0
K7J7Q9,no,A0A087ZUG5,207.0
K7J7R1,no,A0A087ZNB1,163.0
K7J7R3,no,A0A087ZZX4,361.0
K7J7R4,no,A0A088AST8,253.5
K7J7R5,no,A0A088AQV4,1199.0
K7J7S0,no,A0A088AS29,593.0
K7J7S1,no,A0A088AS20,183.0
K7J7S2,no,A0A088AS19,5054.5
K7J7S3,no,A0A088AS18,471.0
K7J7S6,no,A0A088AS33,338.0
K7J7S7,no,A0A088AS13,170.5
K7J7T0,no,A0A088A261,802.5
K7J7T3,no,A0A088A483,1362.0
K7J7T9,no,A0A088AFM0,327.0
K7J7U0,no,A0A088ABI5,172.0
K7J7U1,no,A0A088AEP7,592.0
K7J7U3,no,A0A088A1D6,120.5
K7J7U4,no,A0A088A1N6,173.0
K7J7U5,no,A0A088A1N7,1580.0
K7J7U6,no,A0A088A1D3,568.0
K7J7U7,no,A0A088AUA6,1010.0
K7J7U8,no,A0A088AUA9,657.5
K7J7U9,no,A0A088ASC4,573.0
K7J7V0,no,A0A087ZUW1,1417.0
K7J7V1,no,A0A087ZVH1,1261.0
K7J7V2,no,A0A088AVV1,525.5
K7J7V4,no,A0A087ZZC1,688.5
K7J7W5,no,A0A088AFA7,375.5
K7J7X0,no,A0A088AR44,308.0
K7J7X1,no,A0A087ZSI5,283.0
K7J7X4,no,A0A088AVB4,340.5
K7J7X5,no,A0A088ARL5,499.0
K7J7X6,no,A0A088ARV4,366.0
K7J7X7,no,A0A088ARV5,377.0
K7J7X8,no,A0A088ARL4,448.5
K7J7X9,no,A0A088ARV9,351.0
K7J7Y0,no,A0A088ARL3,81.65
K7J7Y1,no,A0A088ARL2,390.0
K7J7Y2,no,A0A088AIA6,379.0
K7J7Y4,no,A0A088AIA2,544.5
K7J7Y5,no,A0A088ARW1,497.0
K7J7Y6,no,A0A088AIA8,82.4
K7J7Y7,no,A0A088AIL4,1063.0
K7J7Y8,no,A0A088A2I1,1310.0
K7J7Y9,no,A0A087ZYA8,265.0
K7J7Z0,no,A0A087ZY80,173.0
K7J7Z2,no,A0A087ZP16,665.5
K7J7Z3,no,A0A087ZP17,924.5
K7J7Z6,no,A0A088A4X2,472.0
K7J7Z7,no,A0A088A4X1,271.0
K7J7Z8,no,A0A088AJ30,375.0
K7J7Z9,no,A0A088A4X3,848.0
K7J800,no,A0A088A4W0,5976.0
K7J805,no,A0A088ADR7,733.0
K7J806,no,A0A088A0R3,903.0
K7J815,no,A0A088A0K5,404.0
K7J816,no,A0A088A0Q9,880.5
K7J817,no,A0A088A0K6,455.0
K7J818,no,A0A088A0Q8,615.5
K7J820,no,A0A088A0K8,291.0
K7J821,no,A0A088ALK6,880.5
K7J822,no,A0A088A691,412.0
K7J823,no,A0A088ATU2,407.0
K7J824,no,A0A088AQD2,417.0
K7J829,no,A0A088A5G5,469.0
K7J831,no,A0A087ZP36,659.5
K7J832,no,A0A088AUL5,1951.5
K7J833,no,A0A087ZUK9,542.0
K7J834,no,A0A087ZUP0,511.0
K7J836,no,A0A088ABX4,1765.0
K7J837,no,A0A088ABZ9,806.5
K7J838,no,A0A088AVA9,700.0
K7J839,no,A0A088AUF9,236.0
K7J840,no,A0A088AVA8,557.5
K7J841,no,A0A088AVA7,193.0
K7J842,no,A0A088ATF2,176.0
K7J844,no,A0A088ATY4,613.0
K7J845,no,A0A088AQX2,881.0
K7J846,no,A0A088AQX3,427.0
K7J847,no,A0A088AQW4,223.0
K7J848,no,A0A088AQX4,266.0
K7J855,no,A0A087ZSC0,37.7
K7J856,no,A0A087ZSC1,908.0
K7J865,no,A0A087ZSC3,37.2
K7J866,no,A0A087ZSC4,954.5
K7J867,no,A0A087ZSC5,184.0
K7J869,no,A0A087ZTV2,766.0
K7J870,no,A0A087ZTX1,721.0
K7J871,no,A0A087ZTW9,754.5
K7J872,no,A0A088AFL9,458.5
K7J873,no,A0A088ANA6,622.5
K7J877,no,A0A088APN8,462.5
K7J879,no,A0A088AJJ6,751.5
K7J880,no,A0A088AJJ5,522.0
K7J881,no,A0A088AJJ4,336.0
K7J882,no,A0A087ZQX0,610.0
K7J884,no,A0A088APX4,924.5
K7J885,no,A0A087ZUP8,429.0
K7J886,no,A0A088A6S0,110.0
K7J887,no,A0A088A0D9,646.5
K7J889,no,A0A087ZZU1,88.2
K7J890,no,A0A088A0D8,1138.0
K7J891,no,A0A087ZZU4,799.0
K7J892,no,A0A088A0D5,240.0
K7J893,no,A0A088AF85,517.0
K7J894,no,A0A087ZZU7,232.5
K7J8A2,no,A0A088A0D1,315.0
K7J8A3,no,A0A088AJF9,428.5
K7J8A4,no,A0A088AJF7,480.5
K7J8A5,no,A0A088AJM6,210.0
K7J8A6,no,A0A088ABA5,4191.0
